,portfolio_gross_ret,portfolio_turnover,portfolio_net_ret,capital_clp,benchmark_ret,benchmark_capital_clp
2017-02-13,0.002523975256802657,0.0,0.002523975256802657,10112439.21101601,0.008002897283114806,10673226.496384775
2017-02-14,0.002372670534652821,0.0,0.002372670534652821,10136432.697565457,-0.0009029069900236995,10663589.565575084
2017-02-15,0.0012098512673660577,0.0,0.0012098512673660577,10148696.273511177,0.004645630340551876,10713128.66080011
2017-02-16,-0.001215842852984239,0.0,-0.001215842852984239,10136357.05367992,-0.009058110584632306,10616087.956683189
2017-02-17,0.0013470310807497388,0.0,0.0013470310807497388,10150011.041676804,-0.004000434329193236,10573618.99397954
2017-02-21,0.0024231886998880015,0.0,0.0024231886998880015,10174606.433736734,0.011601294481476999,10696286.661663635
2017-02-22,0.00044298334543357853,0.0,0.00044298334543357853,10179113.614933223,0.0006377952354564621,10703108.70233352
2017-02-23,-0.0005439377653387755,0.0,-0.0005439377653387755,10173576.810620386,-0.009775337102937253,10598482.206718829
2017-02-24,-0.00014809764957629534,0.0,-0.00014809764957629534,10172070.127806948,-0.002282121862287523,10574295.178767812
2017-02-27,0.0028520556823024013,0.0,0.0028520556823024013,10201081.43821574,0.007511656990354564,10653725.657065475
2017-02-28,-0.0008969411691412631,0.0,-0.0008969411691412631,10191931.668304041,-0.0014035428156115915,10638772.696960004
2017-03-01,0.005082876296179206,0.0,0.005082876296179206,10243735.996193143,0.015371739464957977,10802309.139084581
2017-03-02,-0.0012311322559357407,0.0,-0.0012311322559357407,10231124.602386938,-0.007415152717646978,10722208.367115036
2017-03-03,0.0023979093854400667,0.0,0.0023979093854400667,10255657.91209461,0.011035910730309316,10840537.701486293
2017-03-06,0.00020454419898860988,0.0,0.00020454419898860988,10257755.647427341,-0.001952634511501938,10819370.093447132
2017-03-07,0.0015474689684948472,0.0,0.0015474689684948472,10273629.205978137,0.0022591146811659414,10843812.291266207
2017-03-08,-0.0007438679402510417,0.0,-0.0007438679402510417,10265986.982581783,-0.009551454483532928,10740238.111738203
2017-03-09,0.0022357288126205075,0.0,0.0022357288126205075,10288938.94546873,0.004595095585248776,10789590.532469971
